date,T (degC)
2/20/20 20:20,7.23
2/20/20 20:30,7.24
2/20/20 20:40,7.27
2/20/20 20:50,7.27
2/20/20 21:00,7.23
2/20/20 21:10,7.2
2/20/20 21:20,7.22
2/20/20 21:30,7.32
2/20/20 21:40,7.34
2/20/20 21:50,7.3
2/20/20 22:00,7.29
2/20/20 22:10,7.16
2/20/20 22:20,7.13
2/20/20 22:30,7.14
2/20/20 22:40,7.21
2/20/20 22:50,7.23
2/20/20 23:00,7.21
2/20/20 23:10,7.22
2/20/20 23:20,7.3
2/20/20 23:30,7.39
2/20/20 23:40,7.44
2/20/20 23:50,7.54
2/21/20 0:00,7.51
2/21/20 0:10,7.13
2/21/20 0:20,6.3
2/21/20 0:30,6.1
2/21/20 0:40,6.17
2/21/20 0:50,6.09
2/21/20 1:00,5.89
2/21/20 1:10,5.69
2/21/20 1:20,5.55
2/21/20 1:30,5.31
2/21/20 1:40,5.15
2/21/20 1:50,4.99
2/21/20 2:00,4.83
2/21/20 2:10,4.69
2/21/20 2:20,4.59
2/21/20 2:30,4.55
2/21/20 2:40,4.52
2/21/20 2:50,4.47
2/21/20 3:00,4.47
2/21/20 3:10,4.5
2/21/20 3:20,4.29
2/21/20 3:30,3.97
2/21/20 3:40,3.35
2/21/20 3:50,3.13
2/21/20 4:00,3.25
2/21/20 4:10,3.26
2/21/20 4:20,3.17
2/21/20 4:30,3.02
2/21/20 4:40,2.94
2/21/20 4:50,2.84
2/21/20 5:00,2.76
2/21/20 5:10,2.64
2/21/20 5:20,2.61
2/21/20 5:30,2.44
2/21/20 5:40,2.35
2/21/20 5:50,2.48
2/21/20 6:00,2.62
2/21/20 6:10,2.79
2/21/20 6:20,2.97
2/21/20 6:30,3.11
2/21/20 6:40,3.2
2/21/20 6:50,3.17
2/21/20 7:00,3.14
2/21/20 7:10,3.2
2/21/20 7:20,3.28
2/21/20 7:30,3.27
2/21/20 7:40,3.31
2/21/20 7:50,3.34
2/21/20 8:00,3.34
2/21/20 8:10,3.34
2/21/20 8:20,3.37
2/21/20 8:30,3.44
2/21/20 8:40,3.47
2/21/20 8:50,3.47
2/21/20 9:00,3.51
2/21/20 9:10,3.64
2/21/20 9:20,3.79
2/21/20 9:30,4.18
2/21/20 9:40,4.34
2/21/20 9:50,4.73
2/21/20 10:00,4.96
2/21/20 10:10,5.28
2/21/20 10:20,5.52
2/21/20 10:30,5.69
2/21/20 10:40,5.6
2/21/20 10:50,5.74
2/21/20 11:00,5.48
2/21/20 11:10,5.83
2/21/20 11:20,6.18
2/21/20 11:30,6.11
2/21/20 11:40,6.14
2/21/20 11:50,6.35
2/21/20 12:00,6.43
2/21/20 12:10,6.42
2/21/20 12:20,6.56
2/21/20 12:30,6.47
2/21/20 12:40,6.32
2/21/20 12:50,6.71
2/21/20 13:00,6.61
2/21/20 13:10,6.45
2/21/20 13:20,6.38
2/21/20 13:30,6.56
2/21/20 13:40,6.62
2/21/20 13:50,6.54
2/21/20 14:00,6.59
2/21/20 14:10,6.93
2/21/20 14:20,7.32
2/21/20 14:30,7.14
2/21/20 14:40,7.01
2/21/20 14:50,7.26
2/21/20 15:00,7.22
2/21/20 15:10,7.1
2/21/20 15:20,6.99
2/21/20 15:30,7.04
2/21/20 15:40,7.09
2/21/20 15:50,7.22
2/21/20 16:00,7.4
2/21/20 16:10,7.31
2/21/20 16:20,7.01
2/21/20 16:30,6.64
2/21/20 16:40,6.5
2/21/20 16:50,6.4
2/21/20 17:00,6.33
2/21/20 17:10,6.26
2/21/20 17:20,6.21
2/21/20 17:30,6.18
2/21/20 17:40,6.07
2/21/20 17:50,5.99
2/21/20 18:00,5.93
2/21/20 18:10,5.79
2/21/20 18:20,5.77
2/21/20 18:30,5.76
2/21/20 18:40,5.7
2/21/20 18:50,5.73
2/21/20 19:00,5.73
2/21/20 19:10,5.66
2/21/20 19:20,5.6
2/21/20 19:30,5.67
2/21/20 19:40,5.67
2/21/20 19:50,5.71
2/21/20 20:00,5.73
2/21/20 20:10,5.67
2/21/20 20:20,5.67
2/21/20 20:30,5.68
2/21/20 20:40,5.67
2/21/20 20:50,5.67
2/21/20 21:00,5.67
2/21/20 21:10,5.67
2/21/20 21:20,5.67
2/21/20 21:30,5.65
2/21/20 21:40,5.67
2/21/20 21:50,5.66
2/21/20 22:00,5.63
2/21/20 22:10,5.61
2/21/20 22:20,5.6
2/21/20 22:30,5.65
2/21/20 22:40,5.63
2/21/20 22:50,5.62
2/21/20 23:00,5.66
2/21/20 23:10,5.64
2/21/20 23:20,5.64
2/21/20 23:30,5.61
2/21/20 23:40,5.59
2/21/20 23:50,5.54
2/22/20 0:00,5.54
2/22/20 0:10,5.52
2/22/20 0:20,5.51
2/22/20 0:30,5.48
2/22/20 0:40,5.47
2/22/20 0:50,5.44
2/22/20 1:00,5.36
2/22/20 1:10,5.34
2/22/20 1:20,5.3
2/22/20 1:30,5.21
2/22/20 1:40,5.2
2/22/20 1:50,5.22
2/22/20 2:00,5.12
2/22/20 2:10,4.92
2/22/20 2:20,4.69
2/22/20 2:30,4.56
2/22/20 2:40,4.34
2/22/20 2:50,4.16
2/22/20 3:00,4.07
2/22/20 3:10,4.03
2/22/20 3:20,3.86
2/22/20 3:30,3.89
2/22/20 3:40,4
2/22/20 3:50,3.96
2/22/20 4:00,4.03
2/22/20 4:10,4.03
2/22/20 4:20,4.08
2/22/20 4:30,4.11
2/22/20 4:40,3.98
2/22/20 4:50,3.83
2/22/20 5:00,3.9
2/22/20 5:10,3.96
2/22/20 5:20,3.89
2/22/20 5:30,3.82
2/22/20 5:40,3.85
2/22/20 5:50,3.9
2/22/20 6:00,3.74
2/22/20 6:10,3.77
2/22/20 6:20,4.07
2/22/20 6:30,4.49
2/22/20 6:40,4.67
2/22/20 6:50,4.76
2/22/20 7:00,4.94
2/22/20 7:10,5.06
2/22/20 7:20,5.09
2/22/20 7:30,5.26
2/22/20 7:40,5.33
2/22/20 7:50,5.49
2/22/20 8:00,5.77
2/22/20 8:10,6.03
2/22/20 8:20,5.98
2/22/20 8:30,5.8
2/22/20 8:40,5.83
2/22/20 8:50,5.91
2/22/20 9:00,6.15
2/22/20 9:10,6.54
2/22/20 9:20,6.78
2/22/20 9:30,6.89
2/22/20 9:40,7.05
2/22/20 9:50,7.23
2/22/20 10:00,7.43
2/22/20 10:10,7.92
2/22/20 10:20,8.38
2/22/20 10:30,8.25
2/22/20 10:40,7.96
2/22/20 10:50,7.63
2/22/20 11:00,7.32
2/22/20 11:10,7.48
2/22/20 11:20,7.65
2/22/20 11:30,7.77
2/22/20 11:40,8.02
2/22/20 11:50,8.6
2/22/20 12:00,9.38
2/22/20 12:10,9.79
2/22/20 12:20,9.7
2/22/20 12:30,9.72
2/22/20 12:40,9.99
2/22/20 12:50,10.13
2/22/20 13:00,10.5
2/22/20 13:10,10.79
2/22/20 13:20,10.94
2/22/20 13:30,10.97
2/22/20 13:40,10.88
2/22/20 13:50,10.87
2/22/20 14:00,10.9
2/22/20 14:10,11.02
2/22/20 14:20,11.1
2/22/20 14:30,11.14
2/22/20 14:40,11.13
2/22/20 14:50,11.35
2/22/20 15:00,11.43
2/22/20 15:10,11.28
2/22/20 15:20,11.15
2/22/20 15:30,11.11
2/22/20 15:40,11.06
2/22/20 15:50,11
2/22/20 16:00,10.94
2/22/20 16:10,10.94
2/22/20 16:20,10.94
2/22/20 16:30,10.89
2/22/20 16:40,10.89
2/22/20 16:50,10.98
2/22/20 17:00,11.13
2/22/20 17:10,11.19
2/22/20 17:20,11.12
2/22/20 17:30,11.01
2/22/20 17:40,10.96
2/22/20 17:50,10.84
2/22/20 18:00,10.78
2/22/20 18:10,10.81
2/22/20 18:20,10.81
2/22/20 18:30,10.79
2/22/20 18:40,10.74
2/22/20 18:50,10.72
2/22/20 19:00,10.67
2/22/20 19:10,10.6
2/22/20 19:20,10.46
2/22/20 19:30,10.34
2/22/20 19:40,10.22
2/22/20 19:50,10.19
2/22/20 20:00,10.16
2/22/20 20:10,10.14
2/22/20 20:20,10.11
2/22/20 20:30,10.08
2/22/20 20:40,10.07
2/22/20 20:50,10.06
2/22/20 21:00,10.04
2/22/20 21:10,10.01
2/22/20 21:20,10
2/22/20 21:30,9.94
2/22/20 21:40,9.91
2/22/20 21:50,9.95
2/22/20 22:00,10.02
2/22/20 22:10,10.01
2/22/20 22:20,10.01
2/22/20 22:30,9.95
2/22/20 22:40,9.85
2/22/20 22:50,9.72
2/22/20 23:00,9.68
2/22/20 23:10,9.69
2/22/20 23:20,9.77
2/22/20 23:30,9.81
2/22/20 23:40,9.81
2/22/20 23:50,9.83
2/23/20 0:00,9.83
2/23/20 0:10,9.87
2/23/20 0:20,9.88
2/23/20 0:30,9.85
2/23/20 0:40,9.87
2/23/20 0:50,9.71
2/23/20 1:00,9.45
2/23/20 1:10,9.41
2/23/20 1:20,9.53
2/23/20 1:30,9.69
2/23/20 1:40,9.81
2/23/20 1:50,9.82
2/23/20 2:00,9.83
2/23/20 2:10,9.83
2/23/20 2:20,9.76
2/23/20 2:30,9.74
2/23/20 2:40,9.7
2/23/20 2:50,9.67
2/23/20 3:00,9.61
2/23/20 3:10,9.6
2/23/20 3:20,9.5
2/23/20 3:30,9.48
2/23/20 3:40,9.52
2/23/20 3:50,9.52
2/23/20 4:00,9.53
2/23/20 4:10,9.53
2/23/20 4:20,9.47
2/23/20 4:30,9.43
2/23/20 4:40,9.41
2/23/20 4:50,9.34
2/23/20 5:00,9.44
2/23/20 5:10,9.4
2/23/20 5:20,9.14
2/23/20 5:30,8.96
2/23/20 5:40,8.88
2/23/20 5:50,8.91
2/23/20 6:00,9
2/23/20 6:10,8.98
2/23/20 6:20,8.94
2/23/20 6:30,8.88
2/23/20 6:40,8.87
2/23/20 6:50,8.83
2/23/20 7:00,8.81
2/23/20 7:10,8.84
2/23/20 7:20,8.79
2/23/20 7:30,8.7
2/23/20 7:40,8.6
2/23/20 7:50,8.47
2/23/20 8:00,8.3
2/23/20 8:10,8.37
2/23/20 8:20,8.54
2/23/20 8:30,8.68
2/23/20 8:40,8.74
2/23/20 8:50,8.74
2/23/20 9:00,8.74
2/23/20 9:10,8.74
2/23/20 9:20,8.66
2/23/20 9:30,8.54
2/23/20 9:40,8.38
2/23/20 9:50,8.32
2/23/20 10:00,8.34
2/23/20 10:10,8.35
2/23/20 10:20,8.34
2/23/20 10:30,8.33
2/23/20 10:40,8.38
2/23/20 10:50,8.46
2/23/20 11:00,8.47
2/23/20 11:10,8.53
2/23/20 11:20,8.64
2/23/20 11:30,8.88
2/23/20 11:40,9.2
2/23/20 11:50,9.46
2/23/20 12:00,9.88
2/23/20 12:10,10.27
2/23/20 12:20,10.58
2/23/20 12:30,10.79
2/23/20 12:40,11.04
2/23/20 12:50,11.28
2/23/20 13:00,11.57
2/23/20 13:10,11.93
2/23/20 13:20,12.21
2/23/20 13:30,12.23
2/23/20 13:40,12.32
2/23/20 13:50,12.44
2/23/20 14:00,12.41
2/23/20 14:10,12.39
2/23/20 14:20,12.44
2/23/20 14:30,12.59
2/23/20 14:40,12.72
2/23/20 14:50,12.76
2/23/20 15:00,12.84
2/23/20 15:10,12.81
2/23/20 15:20,12.88
2/23/20 15:30,12.96
2/23/20 15:40,13
2/23/20 15:50,13
2/23/20 16:00,12.95
2/23/20 16:10,12.99
2/23/20 16:20,12.98
2/23/20 16:30,12.93
2/23/20 16:40,12.9
2/23/20 16:50,12.77
2/23/20 17:00,12.56
2/23/20 17:10,12.47
2/23/20 17:20,12.39
2/23/20 17:30,12.33
2/23/20 17:40,12.31
2/23/20 17:50,12.12
2/23/20 18:00,12.05
2/23/20 18:10,12.17
2/23/20 18:20,12.16
2/23/20 18:30,12.01
2/23/20 18:40,12
2/23/20 18:50,11.55
2/23/20 19:00,11.63
2/23/20 19:10,11.47
2/23/20 19:20,11.07
2/23/20 19:30,10.2
2/23/20 19:40,9.13
2/23/20 19:50,8.66
2/23/20 20:00,8.48
2/23/20 20:10,8.42
2/23/20 20:20,8.51
2/23/20 20:30,8.69
2/23/20 20:40,8.73
2/23/20 20:50,8.6
2/23/20 21:00,8.57
2/23/20 21:10,8.44
2/23/20 21:20,8.25
2/23/20 21:30,8
2/23/20 21:40,7.79
2/23/20 21:50,7.59
2/23/20 22:00,7.45
2/23/20 22:10,7.35
2/23/20 22:20,7.19
2/23/20 22:30,6.98
2/23/20 22:40,6.71
2/23/20 22:50,6.46
2/23/20 23:00,6.29
2/23/20 23:10,6.15
2/23/20 23:20,6.01
2/23/20 23:30,5.79
2/23/20 23:40,5.69
2/23/20 23:50,5.53
2/24/20 0:00,5.26
2/24/20 0:10,5.08
2/24/20 0:20,4.87
2/24/20 0:30,4.69
2/24/20 0:40,4.71
2/24/20 0:50,4.84
2/24/20 1:00,4.93
2/24/20 1:10,4.9
2/24/20 1:20,4.94
2/24/20 1:30,4.88
2/24/20 1:40,4.82
2/24/20 1:50,4.76
2/24/20 2:00,4.67
2/24/20 2:10,4.57
2/24/20 2:20,4.41
2/24/20 2:30,4.13
2/24/20 2:40,3.87
2/24/20 2:50,3.69
2/24/20 3:00,3.58
2/24/20 3:10,3.49
2/24/20 3:20,3.55
2/24/20 3:30,3.58
2/24/20 3:40,3.51
2/24/20 3:50,3.45
2/24/20 4:00,3.44
2/24/20 4:10,3.47
2/24/20 4:20,3.47
2/24/20 4:30,3.47
2/24/20 4:40,3.45
2/24/20 4:50,3.4
2/24/20 5:00,3.28
2/24/20 5:10,3.24
2/24/20 5:20,3.25
2/24/20 5:30,3.17
2/24/20 5:40,3.07
2/24/20 5:50,2.93
2/24/20 6:00,2.76
2/24/20 6:10,2.67
2/24/20 6:20,2.78
2/24/20 6:30,2.89
2/24/20 6:40,2.92
2/24/20 6:50,2.9
2/24/20 7:00,2.98
2/24/20 7:10,3.11
2/24/20 7:20,3.14
2/24/20 7:30,3.11
2/24/20 7:40,3.18
2/24/20 7:50,3.31
2/24/20 8:00,3.31
2/24/20 8:10,3.19
2/24/20 8:20,3.06
2/24/20 8:30,3.12
2/24/20 8:40,3.15
2/24/20 8:50,3.32
2/24/20 9:00,3.48
2/24/20 9:10,3.61
2/24/20 9:20,3.64
2/24/20 9:30,3.76
2/24/20 9:40,3.98
2/24/20 9:50,4.32
2/24/20 10:00,4.47
2/24/20 10:10,4.59
2/24/20 10:20,4.76
2/24/20 10:30,4.97
2/24/20 10:40,4.88
2/24/20 10:50,4.91
2/24/20 11:00,4.84
2/24/20 11:10,4.94
2/24/20 11:20,5.21
2/24/20 11:30,5.37
2/24/20 11:40,5.46
2/24/20 11:50,5.48
2/24/20 12:00,5.66
2/24/20 12:10,5.7
2/24/20 12:20,5.81
2/24/20 12:30,5.8
2/24/20 12:40,5.94
2/24/20 12:50,5.97
2/24/20 13:00,6
2/24/20 13:10,5.99
2/24/20 13:20,6.03
2/24/20 13:30,6.17
2/24/20 13:40,6.22
2/24/20 13:50,6.15
2/24/20 14:00,5.87
2/24/20 14:10,5.48
2/24/20 14:20,5.01
2/24/20 14:30,4.2
2/24/20 14:40,4
2/24/20 14:50,3.96
2/24/20 15:00,3.88
2/24/20 15:10,3.42
2/24/20 15:20,3.28
2/24/20 15:30,3.24
2/24/20 15:40,3.22
2/24/20 15:50,3.2
2/24/20 16:00,3.2
2/24/20 16:10,3.14
2/24/20 16:20,3.23
2/24/20 16:30,3.41
2/24/20 16:40,3.65
2/24/20 16:50,3.91
2/24/20 17:00,4.1
2/24/20 17:10,4.27
2/24/20 17:20,4.46
2/24/20 17:30,4.63
2/24/20 17:40,4.73
2/24/20 17:50,4.93
2/24/20 18:00,5.11
2/24/20 18:10,5.23
2/24/20 18:20,5.35
2/24/20 18:30,5.49
2/24/20 18:40,5.65
2/24/20 18:50,5.76
2/24/20 19:00,5.84
2/24/20 19:10,5.95
2/24/20 19:20,6.04
2/24/20 19:30,6.09
2/24/20 19:40,6.29
2/24/20 19:50,6.51
2/24/20 20:00,7.05
2/24/20 20:10,7.91
2/24/20 20:20,8.33
2/24/20 20:30,8.52
2/24/20 20:40,8.84
2/24/20 20:50,9.06
2/24/20 21:00,9.26
2/24/20 21:10,9.36
2/24/20 21:20,9.45
2/24/20 21:30,9.5
2/24/20 21:40,9.48
2/24/20 21:50,9.6
2/24/20 22:00,9.73
2/24/20 22:10,9.86
2/24/20 22:20,9.98
2/24/20 22:30,10.02
2/24/20 22:40,9.89
2/24/20 22:50,9.8
2/24/20 23:00,9.86
2/24/20 23:10,9.91
2/24/20 23:20,9.78
2/24/20 23:30,9.61
2/24/20 23:40,9.51
2/24/20 23:50,9.55
2/25/20 0:00,9.52
2/25/20 0:10,9.43
2/25/20 0:20,9.34
2/25/20 0:30,9.35
2/25/20 0:40,9.45
2/25/20 0:50,9.54
2/25/20 1:00,9.61
2/25/20 1:10,9.68
2/25/20 1:20,9.67
2/25/20 1:30,9.66
2/25/20 1:40,9.7
2/25/20 1:50,9.76
2/25/20 2:00,9.74
2/25/20 2:10,9.74
2/25/20 2:20,9.79
2/25/20 2:30,9.76
2/25/20 2:40,9.72
2/25/20 2:50,9.62
2/25/20 3:00,9.54
2/25/20 3:10,9.49
2/25/20 3:20,9.42
2/25/20 3:30,9.41
2/25/20 3:40,9.35
2/25/20 3:50,9.33
2/25/20 4:00,9.25
2/25/20 4:10,9.21
2/25/20 4:20,9.19
2/25/20 4:30,9.16
2/25/20 4:40,9.17
2/25/20 4:50,9.28
2/25/20 5:00,9.34
2/25/20 5:10,9.34
2/25/20 5:20,9.39
2/25/20 5:30,9.41
2/25/20 5:40,9.39
2/25/20 5:50,9.37
2/25/20 6:00,9.31
2/25/20 6:10,9.19
2/25/20 6:20,9.21
2/25/20 6:30,9.19
2/25/20 6:40,9.21
2/25/20 6:50,9.22
2/25/20 7:00,9.15
2/25/20 7:10,9.08
2/25/20 7:20,9.08
2/25/20 7:30,9.07
2/25/20 7:40,9.08
2/25/20 7:50,8.98
2/25/20 8:00,8.48
2/25/20 8:10,8.23
2/25/20 8:20,8.32
2/25/20 8:30,8.42
2/25/20 8:40,8.63
2/25/20 8:50,8.88
2/25/20 9:00,9.08
2/25/20 9:10,9.31
2/25/20 9:20,9.37
2/25/20 9:30,9.35
2/25/20 9:40,9.31
2/25/20 9:50,9.28
2/25/20 10:00,9.28
2/25/20 10:10,9.28
2/25/20 10:20,9.28
2/25/20 10:30,9.28
2/25/20 10:40,9.26
2/25/20 10:50,9.26
2/25/20 11:00,9.23
2/25/20 11:10,9.1
2/25/20 11:20,9.1
2/25/20 11:30,9.16
2/25/20 11:40,9.18
2/25/20 11:50,9.31
2/25/20 12:00,9.57
2/25/20 12:10,9.58
2/25/20 12:20,9.18
2/25/20 12:30,8.95
2/25/20 12:40,8.92
2/25/20 12:50,8.08
2/25/20 13:00,8.03
2/25/20 13:10,8.7
2/25/20 13:20,9.22
2/25/20 13:30,9.6
2/25/20 13:40,9.51
2/25/20 13:50,9.12
2/25/20 14:00,9.66
2/25/20 14:10,10.3
2/25/20 14:20,9.56
2/25/20 14:30,9.2
2/25/20 14:40,9.22
2/25/20 14:50,9.7
2/25/20 15:00,10.41
2/25/20 15:10,10.84
2/25/20 15:20,10.82
2/25/20 15:30,10.6
2/25/20 15:40,9.72
2/25/20 15:50,9.33
2/25/20 16:00,9.29
2/25/20 16:10,9.28
2/25/20 16:20,9.15
2/25/20 16:30,9.07
2/25/20 16:40,8.99
2/25/20 16:50,8.97
2/25/20 17:00,9.1
2/25/20 17:10,8.98
2/25/20 17:20,8.73
2/25/20 17:30,8.38
2/25/20 17:40,7.88
2/25/20 17:50,7.52
2/25/20 18:00,7.39
2/25/20 18:10,6.76
2/25/20 18:20,6.4
2/25/20 18:30,6.24
2/25/20 18:40,6.12
2/25/20 18:50,5.94
2/25/20 19:00,5.53
2/25/20 19:10,5.19
2/25/20 19:20,4.85
2/25/20 19:30,4.93
2/25/20 19:40,4.96
2/25/20 19:50,4.96
2/25/20 20:00,4.87
2/25/20 20:10,4.63
2/25/20 20:20,4.56
2/25/20 20:30,4.54
2/25/20 20:40,4.43
2/25/20 20:50,4.43
2/25/20 21:00,4.33
2/25/20 21:10,4.14
2/25/20 21:20,4.03
2/25/20 21:30,3.97
2/25/20 21:40,3.87
2/25/20 21:50,3.63
2/25/20 22:00,3.41
2/25/20 22:10,3.41
2/25/20 22:20,3.5
2/25/20 22:30,3.55
2/25/20 22:40,3.58
2/25/20 22:50,3.62
2/25/20 23:00,3.64
2/25/20 23:10,3.46
2/25/20 23:20,3.32
2/25/20 23:30,3.27
2/25/20 23:40,3.14
2/25/20 23:50,3.34
2/26/20 0:00,3.82
2/26/20 0:10,4.35
2/26/20 0:20,3.28
2/26/20 0:30,2.57
2/26/20 0:40,2.26
2/26/20 0:50,2.12
2/26/20 1:00,2.31
2/26/20 1:10,2.3
2/26/20 1:20,2.24
2/26/20 1:30,2.17
2/26/20 1:40,2.12
2/26/20 1:50,2.07
2/26/20 2:00,2.12
2/26/20 2:10,2.04
2/26/20 2:20,2.03
2/26/20 2:30,2.25
2/26/20 2:40,2.28
2/26/20 2:50,2.18
2/26/20 3:00,2.14
2/26/20 3:10,2.11
2/26/20 3:20,1.98
2/26/20 3:30,1.96
2/26/20 3:40,1.9
2/26/20 3:50,1.83
2/26/20 4:00,1.69
2/26/20 4:10,1.47
2/26/20 4:20,1.51
2/26/20 4:30,1.58
2/26/20 4:40,1.63
2/26/20 4:50,1.81
2/26/20 5:00,1.84
2/26/20 5:10,2.02
2/26/20 5:20,2.23
2/26/20 5:30,2.1
2/26/20 5:40,2.06
2/26/20 5:50,2.31
2/26/20 6:00,2.48
2/26/20 6:10,2.59
2/26/20 6:20,2.63
2/26/20 6:30,2.19
2/26/20 6:40,1.57
2/26/20 6:50,1.21
2/26/20 7:00,1.13
2/26/20 7:10,1.14
2/26/20 7:20,1.17
2/26/20 7:30,1.21
2/26/20 7:40,1.29
2/26/20 7:50,1.48
2/26/20 8:00,1.59
2/26/20 8:10,1.56
2/26/20 8:20,1.6
2/26/20 8:30,1.75
2/26/20 8:40,1.9
2/26/20 8:50,2.01
2/26/20 9:00,2.2
2/26/20 9:10,2.42
2/26/20 9:20,2.64
2/26/20 9:30,2.7
2/26/20 9:40,2.79
2/26/20 9:50,2.93
2/26/20 10:00,3.14
2/26/20 10:10,3.35
2/26/20 10:20,3.24
2/26/20 10:30,3.01
2/26/20 10:40,2.57
2/26/20 10:50,1.94
2/26/20 11:00,1.57
2/26/20 11:10,1.41
2/26/20 11:20,1.43
2/26/20 11:30,1.41
2/26/20 11:40,1.47
2/26/20 11:50,1.56
2/26/20 12:00,1.6
2/26/20 12:10,1.61
2/26/20 12:20,1.8
2/26/20 12:30,2.06
2/26/20 12:40,2.3
2/26/20 12:50,2.25
2/26/20 13:00,2.2
2/26/20 13:10,2.37
2/26/20 13:20,2.67
2/26/20 13:30,3.01
2/26/20 13:40,3.18
2/26/20 13:50,3.16
2/26/20 14:00,3.09
2/26/20 14:10,2.93
2/26/20 14:20,2.92
2/26/20 14:30,3.43
2/26/20 14:40,3.37
2/26/20 14:50,2.91
2/26/20 15:00,2.61
2/26/20 15:10,2.4
2/26/20 15:20,2.37
2/26/20 15:30,2.6
2/26/20 15:40,3
2/26/20 15:50,3.58
2/26/20 16:00,3.5
2/26/20 16:10,3.42
2/26/20 16:20,3.32
2/26/20 16:30,3.11
2/26/20 16:40,2.99
2/26/20 16:50,2.94
2/26/20 17:00,3
2/26/20 17:10,2.98
2/26/20 17:20,2.92
2/26/20 17:30,2.79
2/26/20 17:40,2.74
2/26/20 17:50,2.74
2/26/20 18:00,2.6
2/26/20 18:10,2.32
2/26/20 18:20,2.17
2/26/20 18:30,2.02
2/26/20 18:40,1.85
2/26/20 18:50,1.69
2/26/20 19:00,1.59
2/26/20 19:10,1.39
2/26/20 19:20,1.33
2/26/20 19:30,1.45
2/26/20 19:40,1.6
2/26/20 19:50,1.69
2/26/20 20:00,1.74
2/26/20 20:10,1.68
2/26/20 20:20,1.64
2/26/20 20:30,1.66
2/26/20 20:40,1.91
2/26/20 20:50,2.09
2/26/20 21:00,2.25
2/26/20 21:10,2.28
2/26/20 21:20,2.05
2/26/20 21:30,1.92
2/26/20 21:40,1.72
2/26/20 21:50,1.52
2/26/20 22:00,1.63
2/26/20 22:10,1.67
2/26/20 22:20,1.8
2/26/20 22:30,1.83
2/26/20 22:40,1.92
2/26/20 22:50,2.12
2/26/20 23:00,2.19
2/26/20 23:10,2.28
2/26/20 23:20,2.32
2/26/20 23:30,2.27
2/26/20 23:40,2.21
2/26/20 23:50,1.88
2/27/20 0:00,1.62
2/27/20 0:10,1.55
2/27/20 0:20,1.67
2/27/20 0:30,1.81
2/27/20 0:40,1.91
2/27/20 0:50,2.02
2/27/20 1:00,2
2/27/20 1:10,1.96
2/27/20 1:20,1.97
2/27/20 1:30,1.94
2/27/20 1:40,1.88
2/27/20 1:50,1.9
2/27/20 2:00,1.9
2/27/20 2:10,1.87
2/27/20 2:20,1.87
2/27/20 2:30,1.79
2/27/20 2:40,1.81
2/27/20 2:50,1.78
2/27/20 3:00,1.63
2/27/20 3:10,1.62
2/27/20 3:20,1.54
2/27/20 3:30,1.6
2/27/20 3:40,1.61
2/27/20 3:50,1.56
2/27/20 4:00,1.53
2/27/20 4:10,1.47
2/27/20 4:20,1.46
2/27/20 4:30,1.51
2/27/20 4:40,1.58
2/27/20 4:50,1.59
2/27/20 5:00,1.49
2/27/20 5:10,1.45
2/27/20 5:20,1.31
2/27/20 5:30,1.33
2/27/20 5:40,1.42
2/27/20 5:50,1.57
2/27/20 6:00,1.58
2/27/20 6:10,1.39
2/27/20 6:20,1.23
2/27/20 6:30,1.12
2/27/20 6:40,1.08
2/27/20 6:50,1.21
2/27/20 7:00,1.3
2/27/20 7:10,1.35
2/27/20 7:20,1.45
2/27/20 7:30,1.48
2/27/20 7:40,1.59
2/27/20 7:50,1.6
2/27/20 8:00,1.6
2/27/20 8:10,1.59
2/27/20 8:20,1.64
2/27/20 8:30,1.77
2/27/20 8:40,1.86
2/27/20 8:50,1.98
2/27/20 9:00,2.07
2/27/20 9:10,2.23
2/27/20 9:20,2.42
2/27/20 9:30,2.61
2/27/20 9:40,2.74
2/27/20 9:50,2.75
2/27/20 10:00,2.93
2/27/20 10:10,3.04
2/27/20 10:20,3.24
2/27/20 10:30,3.37
2/27/20 10:40,3.37
2/27/20 10:50,3.47
2/27/20 11:00,3.58
2/27/20 11:10,3.87
2/27/20 11:20,3.88
2/27/20 11:30,3.8
2/27/20 11:40,3.64
2/27/20 11:50,3.58
2/27/20 12:00,3.86
2/27/20 12:10,3.92
2/27/20 12:20,3.77
2/27/20 12:30,4.14
2/27/20 12:40,4.44
2/27/20 12:50,4.58
2/27/20 13:00,4.59
2/27/20 13:10,4.65
2/27/20 13:20,4.67
2/27/20 13:30,4.5
2/27/20 13:40,4.48
2/27/20 13:50,4.5
2/27/20 14:00,4.6
2/27/20 14:10,4.68
2/27/20 14:20,4.77
2/27/20 14:30,4.62
2/27/20 14:40,4.57
2/27/20 14:50,4.39
2/27/20 15:00,4.25
2/27/20 15:10,3.99
2/27/20 15:20,3.91
2/27/20 15:30,3.9
2/27/20 15:40,3.96
2/27/20 15:50,3.99
2/27/20 16:00,3.94
2/27/20 16:10,3.87
2/27/20 16:20,3.8
2/27/20 16:30,3.75
2/27/20 16:40,3.75
2/27/20 16:50,3.92
2/27/20 17:00,3.77
2/27/20 17:10,3.05
2/27/20 17:20,2.52
2/27/20 17:30,1.48
2/27/20 17:40,0.78
2/27/20 17:50,0.92
2/27/20 18:00,1.09
2/27/20 18:10,0.97
2/27/20 18:20,0.82
2/27/20 18:30,0.81
2/27/20 18:40,0.76
2/27/20 18:50,0.85
2/27/20 19:00,1.06
